graph_type,nodes,edges,greatest_time,strongly_connected,path_length
data/wico-graph/Non_Conspiracy_Graphs/,90,302,911092,46,0
data/wico-graph/Non_Conspiracy_Graphs/,21,52,1024289,7,1
data/wico-graph/Non_Conspiracy_Graphs/,24,32,260455,19,2
data/wico-graph/Non_Conspiracy_Graphs/,93,75,300556,84,1
data/wico-graph/Non_Conspiracy_Graphs/,94,42,6792334,79,0
data/wico-graph/Non_Conspiracy_Graphs/,20,30,7178009,7,0
data/wico-graph/Non_Conspiracy_Graphs/,55,807,186450,3,1
data/wico-graph/Non_Conspiracy_Graphs/,95,164,445890,66,1
data/wico-graph/Non_Conspiracy_Graphs/,86,145,63044,53,1
data/wico-graph/Non_Conspiracy_Graphs/,99,129,100015,96,1
data/wico-graph/Non_Conspiracy_Graphs/,69,142,70278,57,3
data/wico-graph/Non_Conspiracy_Graphs/,99,582,3384402,11,2
data/wico-graph/Non_Conspiracy_Graphs/,96,151,641283,70,3
data/wico-graph/Non_Conspiracy_Graphs/,92,283,13851149,47,0
data/wico-graph/Non_Conspiracy_Graphs/,83,196,606159,47,0
data/wico-graph/Non_Conspiracy_Graphs/,43,14,49406,37,0
data/wico-graph/Non_Conspiracy_Graphs/,64,64,374439,60,1
data/wico-graph/Non_Conspiracy_Graphs/,13,18,124465,9,0
data/wico-graph/Non_Conspiracy_Graphs/,87,121,3060117,54,0
data/wico-graph/Non_Conspiracy_Graphs/,31,68,76943,16,0
data/wico-graph/Non_Conspiracy_Graphs/,32,32,8873282,30,0
data/wico-graph/Non_Conspiracy_Graphs/,8,18,21811362,4,2
data/wico-graph/Non_Conspiracy_Graphs/,54,45,2771167,49,0
data/wico-graph/Non_Conspiracy_Graphs/,94,55,921996,87,1
data/wico-graph/Non_Conspiracy_Graphs/,48,203,75968,6,0
data/wico-graph/Non_Conspiracy_Graphs/,95,373,414231,33,1
data/wico-graph/Non_Conspiracy_Graphs/,92,84,3265530,85,0
data/wico-graph/Non_Conspiracy_Graphs/,89,94,13614583,79,0
data/wico-graph/Non_Conspiracy_Graphs/,90,190,6680709,60,1
data/wico-graph/Non_Conspiracy_Graphs/,91,362,3824100,43,1
data/wico-graph/Non_Conspiracy_Graphs/,94,199,10574264,55,0
data/wico-graph/Non_Conspiracy_Graphs/,91,236,1662876,63,1
data/wico-graph/Non_Conspiracy_Graphs/,15,20,5507878,13,1
data/wico-graph/Non_Conspiracy_Graphs/,99,186,64968,76,2
data/wico-graph/Non_Conspiracy_Graphs/,89,569,75898707,6,1
data/wico-graph/Non_Conspiracy_Graphs/,16,48,789917,3,1
data/wico-graph/Non_Conspiracy_Graphs/,88,120,13095445,66,0
data/wico-graph/Non_Conspiracy_Graphs/,82,129,558463,57,1
data/wico-graph/Non_Conspiracy_Graphs/,95,25,9645766,89,0
data/wico-graph/Non_Conspiracy_Graphs/,6,6,98528,3,0
data/wico-graph/Non_Conspiracy_Graphs/,6,12,89866,1,2
data/wico-graph/Non_Conspiracy_Graphs/,31,65,327868,16,1
data/wico-graph/Non_Conspiracy_Graphs/,94,177,968642,57,2
data/wico-graph/Non_Conspiracy_Graphs/,95,232,528548,69,0
data/wico-graph/Non_Conspiracy_Graphs/,92,124,113065,72,2
data/wico-graph/Non_Conspiracy_Graphs/,91,142,2788899,73,0
data/wico-graph/Non_Conspiracy_Graphs/,91,176,641619,54,0
data/wico-graph/Non_Conspiracy_Graphs/,92,1037,9683324,16,0
data/wico-graph/Non_Conspiracy_Graphs/,98,96,1402719,86,0
data/wico-graph/Non_Conspiracy_Graphs/,8,5,51192242,7,2
data/wico-graph/Non_Conspiracy_Graphs/,11,11,41753,9,0
data/wico-graph/Non_Conspiracy_Graphs/,84,14,12168986,80,0
data/wico-graph/Non_Conspiracy_Graphs/,6,14,159867,1,1
data/wico-graph/Non_Conspiracy_Graphs/,92,492,2363123,34,1
data/wico-graph/Non_Conspiracy_Graphs/,96,91,91584,94,1
data/wico-graph/Non_Conspiracy_Graphs/,96,85,4726776,85,0
data/wico-graph/Non_Conspiracy_Graphs/,27,15,52450,27,1
data/wico-graph/Non_Conspiracy_Graphs/,46,109,172142,19,1
data/wico-graph/Non_Conspiracy_Graphs/,79,94,175616,77,1
data/wico-graph/Non_Conspiracy_Graphs/,95,54,11190105,88,0
data/wico-graph/Non_Conspiracy_Graphs/,99,438,82452,6,1
data/wico-graph/Non_Conspiracy_Graphs/,13,14,75539,10,1
data/wico-graph/Non_Conspiracy_Graphs/,94,70,2141486,86,0
data/wico-graph/Non_Conspiracy_Graphs/,86,120,2751266,72,1
data/wico-graph/Non_Conspiracy_Graphs/,6,8,2574,2,0
data/wico-graph/Non_Conspiracy_Graphs/,95,32,119643,85,0
data/wico-graph/Non_Conspiracy_Graphs/,98,3112,198899,4,1
data/wico-graph/Non_Conspiracy_Graphs/,93,364,7807836,32,1
data/wico-graph/Non_Conspiracy_Graphs/,92,22,4408260,87,0
data/wico-graph/Non_Conspiracy_Graphs/,92,88,1895012,83,0
data/wico-graph/Non_Conspiracy_Graphs/,6,4,58635,4,0
data/wico-graph/Non_Conspiracy_Graphs/,94,343,368440,20,0
data/wico-graph/Non_Conspiracy_Graphs/,25,30,7179764,19,0
data/wico-graph/Non_Conspiracy_Graphs/,41,46,131062,34,1
data/wico-graph/Non_Conspiracy_Graphs/,94,29,2724814,86,0
data/wico-graph/Non_Conspiracy_Graphs/,97,187,10330403,58,0
data/wico-graph/Non_Conspiracy_Graphs/,88,279,189139,48,3
data/wico-graph/Non_Conspiracy_Graphs/,76,41,5094316,64,0
data/wico-graph/Non_Conspiracy_Graphs/,96,275,1846122,40,0
data/wico-graph/Non_Conspiracy_Graphs/,97,135,386029,68,1
data/wico-graph/Non_Conspiracy_Graphs/,55,120,96662,32,1
data/wico-graph/Non_Conspiracy_Graphs/,92,13,956240,88,0
data/wico-graph/Non_Conspiracy_Graphs/,89,165,669839,59,1
data/wico-graph/Non_Conspiracy_Graphs/,94,189,6805207,66,0
data/wico-graph/Non_Conspiracy_Graphs/,91,103,7568719,58,0
data/wico-graph/Non_Conspiracy_Graphs/,13,28,5612094,5,1
data/wico-graph/Non_Conspiracy_Graphs/,4,6,11614,2,1
data/wico-graph/Non_Conspiracy_Graphs/,95,266,10786214,62,1
data/wico-graph/Non_Conspiracy_Graphs/,18,40,194958,9,1
data/wico-graph/Non_Conspiracy_Graphs/,92,131,10508396,69,0
data/wico-graph/Non_Conspiracy_Graphs/,64,84,77044,52,0
data/wico-graph/Non_Conspiracy_Graphs/,29,53,245003,17,1
data/wico-graph/Non_Conspiracy_Graphs/,94,70,534638,74,0
data/wico-graph/Non_Conspiracy_Graphs/,32,31,129270,30,1
data/wico-graph/Non_Conspiracy_Graphs/,6,0,41625,6,0
data/wico-graph/Non_Conspiracy_Graphs/,83,78,448094,68,0
data/wico-graph/Non_Conspiracy_Graphs/,99,416,1119553,49,1
data/wico-graph/Non_Conspiracy_Graphs/,83,14,9431096,79,0
data/wico-graph/Non_Conspiracy_Graphs/,91,19,806907,86,0
data/wico-graph/Non_Conspiracy_Graphs/,83,264,118711210,33,1
data/wico-graph/Non_Conspiracy_Graphs/,19,16,51069,19,1
data/wico-graph/Non_Conspiracy_Graphs/,93,264,1374715,46,0
data/wico-graph/Non_Conspiracy_Graphs/,92,557,4071119,18,1
data/wico-graph/Non_Conspiracy_Graphs/,13,9,321878,11,0
data/wico-graph/Non_Conspiracy_Graphs/,84,113,8160975,72,1
data/wico-graph/Non_Conspiracy_Graphs/,94,94,2813593,71,1
data/wico-graph/Non_Conspiracy_Graphs/,91,91,9228869,84,1
data/wico-graph/Non_Conspiracy_Graphs/,58,72,69876,49,1
data/wico-graph/Non_Conspiracy_Graphs/,90,116,157144,71,1
data/wico-graph/Non_Conspiracy_Graphs/,41,57,67284,32,0
data/wico-graph/Non_Conspiracy_Graphs/,97,1083,100735,18,1
data/wico-graph/Non_Conspiracy_Graphs/,88,292,6576239,63,0
data/wico-graph/Non_Conspiracy_Graphs/,95,100,533322,57,0
data/wico-graph/Non_Conspiracy_Graphs/,22,67,12421,4,2
data/wico-graph/Non_Conspiracy_Graphs/,88,152,85900,61,0
data/wico-graph/Non_Conspiracy_Graphs/,92,121,957763,75,1
data/wico-graph/Non_Conspiracy_Graphs/,92,55,1662471,77,0
data/wico-graph/Non_Conspiracy_Graphs/,91,186,4758947,64,1
data/wico-graph/Non_Conspiracy_Graphs/,88,51,828849,84,0
data/wico-graph/Non_Conspiracy_Graphs/,33,39,85336,26,1
data/wico-graph/Non_Conspiracy_Graphs/,94,257,557271,59,0
data/wico-graph/Non_Conspiracy_Graphs/,96,133,621351,69,0
data/wico-graph/Non_Conspiracy_Graphs/,95,136,1072099,82,0
data/wico-graph/Non_Conspiracy_Graphs/,98,144,607415,71,2
data/wico-graph/Non_Conspiracy_Graphs/,85,57,164329,65,0
data/wico-graph/Non_Conspiracy_Graphs/,90,80,239720,88,1
data/wico-graph/Non_Conspiracy_Graphs/,15,15,35540,14,1
data/wico-graph/Non_Conspiracy_Graphs/,97,923,143106,13,0
data/wico-graph/Non_Conspiracy_Graphs/,39,32,30868,39,1
data/wico-graph/Non_Conspiracy_Graphs/,78,293,71731089,23,1
data/wico-graph/Non_Conspiracy_Graphs/,84,85,10471009,79,1
data/wico-graph/Non_Conspiracy_Graphs/,16,17,34989,15,1
data/wico-graph/Non_Conspiracy_Graphs/,93,44,2164629,83,0
data/wico-graph/Non_Conspiracy_Graphs/,7,5,39776,7,1
data/wico-graph/Non_Conspiracy_Graphs/,18,19,47827,16,1
data/wico-graph/Non_Conspiracy_Graphs/,87,211,3731238,55,1
data/wico-graph/Non_Conspiracy_Graphs/,92,41,666598,83,0
data/wico-graph/Non_Conspiracy_Graphs/,7,15,29150,3,1
data/wico-graph/Non_Conspiracy_Graphs/,5,4,236217,5,1
data/wico-graph/Non_Conspiracy_Graphs/,88,28,91074,82,0
data/wico-graph/Non_Conspiracy_Graphs/,22,9,704002,19,0
data/wico-graph/Non_Conspiracy_Graphs/,29,70,39875212,6,1
data/wico-graph/Non_Conspiracy_Graphs/,9,17,185777,6,2
data/wico-graph/Non_Conspiracy_Graphs/,6,11,70543,2,1
data/wico-graph/Non_Conspiracy_Graphs/,97,513,109545,4,1
data/wico-graph/Non_Conspiracy_Graphs/,22,164,155032,3,2
data/wico-graph/Non_Conspiracy_Graphs/,9,18,16117,3,1
data/wico-graph/Non_Conspiracy_Graphs/,8,10,101963,6,1
data/wico-graph/Non_Conspiracy_Graphs/,88,78,735495,77,0
data/wico-graph/Non_Conspiracy_Graphs/,99,606,110797,3,1
data/wico-graph/Non_Conspiracy_Graphs/,56,879,409470,7,1
data/wico-graph/Non_Conspiracy_Graphs/,74,32,5995397,66,0
data/wico-graph/Non_Conspiracy_Graphs/,55,121,90029,18,2
data/wico-graph/Non_Conspiracy_Graphs/,48,325,156950,21,1
data/wico-graph/Non_Conspiracy_Graphs/,90,2446,327939,2,2
data/wico-graph/Non_Conspiracy_Graphs/,6,16,697686,2,1
data/wico-graph/Non_Conspiracy_Graphs/,99,2401,482553,6,1
data/wico-graph/Non_Conspiracy_Graphs/,54,72,423498,44,1
data/wico-graph/Non_Conspiracy_Graphs/,17,17,5884,14,1
data/wico-graph/Non_Conspiracy_Graphs/,27,51,204159,17,0
data/wico-graph/Non_Conspiracy_Graphs/,94,135,303194,69,0
data/wico-graph/Non_Conspiracy_Graphs/,8,24,6018,1,1
data/wico-graph/Non_Conspiracy_Graphs/,90,1105,2485767,13,2
data/wico-graph/Non_Conspiracy_Graphs/,77,246,10025205,33,0
data/wico-graph/Non_Conspiracy_Graphs/,100,60,1264432,96,1
data/wico-graph/Non_Conspiracy_Graphs/,95,67,1316690,94,1
data/wico-graph/Non_Conspiracy_Graphs/,89,31,13307993,78,0
data/wico-graph/Non_Conspiracy_Graphs/,21,22,85108,19,1
data/wico-graph/Non_Conspiracy_Graphs/,97,126,636943,83,0
data/wico-graph/Non_Conspiracy_Graphs/,96,228,7522118,55,0
data/wico-graph/Non_Conspiracy_Graphs/,98,448,90579,40,1
data/wico-graph/Non_Conspiracy_Graphs/,94,81,100355,93,0
data/wico-graph/Non_Conspiracy_Graphs/,40,59,624268,25,1
data/wico-graph/Non_Conspiracy_Graphs/,23,106,77803,5,1
data/wico-graph/Non_Conspiracy_Graphs/,41,118,49989,15,1
data/wico-graph/Non_Conspiracy_Graphs/,89,214,9831748,52,0
data/wico-graph/Non_Conspiracy_Graphs/,98,80,7725122,90,0
data/wico-graph/Non_Conspiracy_Graphs/,97,150,3486849,74,1
data/wico-graph/Non_Conspiracy_Graphs/,94,85,627444,67,0
data/wico-graph/Non_Conspiracy_Graphs/,94,162,115089,49,1
data/wico-graph/Non_Conspiracy_Graphs/,5,3,8529,5,0
data/wico-graph/Non_Conspiracy_Graphs/,88,43,5557908,76,0
data/wico-graph/Non_Conspiracy_Graphs/,40,106,5719991,12,2
data/wico-graph/Non_Conspiracy_Graphs/,88,30,556586,84,0
data/wico-graph/Non_Conspiracy_Graphs/,93,111,2498039,78,0
data/wico-graph/Non_Conspiracy_Graphs/,94,157,2401703,76,0
data/wico-graph/Non_Conspiracy_Graphs/,29,112,110991,6,1
data/wico-graph/Non_Conspiracy_Graphs/,10,9,397217,7,0
data/wico-graph/Non_Conspiracy_Graphs/,86,88,5400893,65,0
data/wico-graph/Non_Conspiracy_Graphs/,86,55,710690,76,1
data/wico-graph/Non_Conspiracy_Graphs/,91,98,6483296,66,0
data/wico-graph/Non_Conspiracy_Graphs/,98,58,751001,94,1
data/wico-graph/Non_Conspiracy_Graphs/,89,133,337427,67,0
data/wico-graph/Non_Conspiracy_Graphs/,54,122,62871,30,1
data/wico-graph/Non_Conspiracy_Graphs/,70,71,125559,64,0
data/wico-graph/Non_Conspiracy_Graphs/,50,94,299693,36,1
data/wico-graph/Non_Conspiracy_Graphs/,91,100,738710,69,0
data/wico-graph/Non_Conspiracy_Graphs/,89,197,1240367,44,0
data/wico-graph/Non_Conspiracy_Graphs/,15,40,94188,4,0
data/wico-graph/Non_Conspiracy_Graphs/,95,231,2349547,56,2
data/wico-graph/Non_Conspiracy_Graphs/,19,18,94117,15,0
data/wico-graph/Non_Conspiracy_Graphs/,22,28,82797,12,0
data/wico-graph/Non_Conspiracy_Graphs/,93,123,5929058,59,0
data/wico-graph/Non_Conspiracy_Graphs/,91,303,2094843,57,1
data/wico-graph/Non_Conspiracy_Graphs/,97,95,321230,89,0
data/wico-graph/Non_Conspiracy_Graphs/,67,80,2885940,58,1
data/wico-graph/Non_Conspiracy_Graphs/,93,160,332493,57,0
data/wico-graph/Non_Conspiracy_Graphs/,92,461,481245,21,3
data/wico-graph/Non_Conspiracy_Graphs/,9,3,57065,8,0
data/wico-graph/Non_Conspiracy_Graphs/,32,194,63009,5,3
data/wico-graph/Non_Conspiracy_Graphs/,95,243,156178,45,0
data/wico-graph/Non_Conspiracy_Graphs/,66,136,77559,42,1
data/wico-graph/Non_Conspiracy_Graphs/,97,93,799561,88,0
data/wico-graph/Non_Conspiracy_Graphs/,26,52,51167,12,2
data/wico-graph/Non_Conspiracy_Graphs/,27,31,156632,22,1
data/wico-graph/Non_Conspiracy_Graphs/,25,13,25833,25,0
data/wico-graph/Non_Conspiracy_Graphs/,97,237,7717785,54,0
data/wico-graph/Non_Conspiracy_Graphs/,95,46,785147,81,0
data/wico-graph/Non_Conspiracy_Graphs/,70,109,50035,43,0
data/wico-graph/Non_Conspiracy_Graphs/,36,130,2248249,6,1
data/wico-graph/Non_Conspiracy_Graphs/,89,234,10361360,42,1
data/wico-graph/Non_Conspiracy_Graphs/,68,198,811263,35,0
data/wico-graph/Non_Conspiracy_Graphs/,34,126,333093,11,0
data/wico-graph/Non_Conspiracy_Graphs/,40,44,146768,35,1
data/wico-graph/Non_Conspiracy_Graphs/,88,130,4385095,71,1
data/wico-graph/Non_Conspiracy_Graphs/,9,10,171138,8,1
data/wico-graph/Non_Conspiracy_Graphs/,85,47,10733202,82,0
data/wico-graph/Non_Conspiracy_Graphs/,94,93,729063,76,0
data/wico-graph/Non_Conspiracy_Graphs/,15,20,77962,15,0
data/wico-graph/Non_Conspiracy_Graphs/,87,81,25971672,73,1
data/wico-graph/Non_Conspiracy_Graphs/,12,24,9584301,6,1
data/wico-graph/Non_Conspiracy_Graphs/,84,46,311006,80,1
data/wico-graph/Non_Conspiracy_Graphs/,82,89,183118,70,2
data/wico-graph/Non_Conspiracy_Graphs/,81,199,114526341,33,1
data/wico-graph/Non_Conspiracy_Graphs/,88,92,2709769,66,0
data/wico-graph/Non_Conspiracy_Graphs/,90,95,1113535,81,1
data/wico-graph/Non_Conspiracy_Graphs/,5,6,18631,3,1
data/wico-graph/Non_Conspiracy_Graphs/,89,30,750743,86,0
data/wico-graph/Non_Conspiracy_Graphs/,93,126,2518618,65,1
data/wico-graph/Non_Conspiracy_Graphs/,8,13,29716,2,1
data/wico-graph/Non_Conspiracy_Graphs/,27,41,27875679,15,0
data/wico-graph/Non_Conspiracy_Graphs/,17,37,169865,9,2
data/wico-graph/Non_Conspiracy_Graphs/,26,25,53525,21,1
data/wico-graph/Non_Conspiracy_Graphs/,39,142,75313,24,0
data/wico-graph/Non_Conspiracy_Graphs/,64,60,103041,56,0
data/wico-graph/Non_Conspiracy_Graphs/,89,966,25599943,4,2
data/wico-graph/Non_Conspiracy_Graphs/,89,78,664318,87,0
data/wico-graph/Non_Conspiracy_Graphs/,81,29,502566,68,0
data/wico-graph/Non_Conspiracy_Graphs/,93,246,5812373,57,0
data/wico-graph/Non_Conspiracy_Graphs/,76,201,489519,42,1
data/wico-graph/Non_Conspiracy_Graphs/,95,146,3764139,79,0
data/wico-graph/Non_Conspiracy_Graphs/,94,253,3283264,35,1
data/wico-graph/Non_Conspiracy_Graphs/,8,9,39346,5,1
data/wico-graph/Non_Conspiracy_Graphs/,28,23,25257,28,1
data/wico-graph/Non_Conspiracy_Graphs/,98,120,4899463,70,0
data/wico-graph/Non_Conspiracy_Graphs/,82,146,7944510,59,0
data/wico-graph/Non_Conspiracy_Graphs/,86,48,159981,81,1
data/wico-graph/Non_Conspiracy_Graphs/,96,112,600806,64,0
data/wico-graph/Non_Conspiracy_Graphs/,10,12,26558121,8,1
data/wico-graph/Non_Conspiracy_Graphs/,85,82,218129,76,0
data/wico-graph/Non_Conspiracy_Graphs/,49,178,69964,6,1
data/wico-graph/Non_Conspiracy_Graphs/,7,6,81209,5,0
data/wico-graph/Non_Conspiracy_Graphs/,96,169,38308068,64,0
data/wico-graph/Non_Conspiracy_Graphs/,95,105,155168,88,0
data/wico-graph/Non_Conspiracy_Graphs/,44,73,77504,33,1
data/wico-graph/Non_Conspiracy_Graphs/,92,280,867202,23,1
data/wico-graph/Non_Conspiracy_Graphs/,14,65,86046,3,1
data/wico-graph/Non_Conspiracy_Graphs/,17,21,30878,11,0
data/wico-graph/Non_Conspiracy_Graphs/,97,77,2428091,89,0
data/wico-graph/Non_Conspiracy_Graphs/,94,32,1333390,86,1
data/wico-graph/Non_Conspiracy_Graphs/,31,39,168274,25,0
data/wico-graph/Non_Conspiracy_Graphs/,10,2,43685,9,0
data/wico-graph/Non_Conspiracy_Graphs/,83,50,882430,79,1
data/wico-graph/Non_Conspiracy_Graphs/,88,133,2148638,72,1
data/wico-graph/Non_Conspiracy_Graphs/,6,8,53417,2,0
data/wico-graph/Non_Conspiracy_Graphs/,70,113,267930,46,2
data/wico-graph/Non_Conspiracy_Graphs/,26,169,170499,6,2
data/wico-graph/Non_Conspiracy_Graphs/,96,79,5260652,87,0
data/wico-graph/Non_Conspiracy_Graphs/,92,68,9949534,83,0
data/wico-graph/Non_Conspiracy_Graphs/,5,4,28320,4,1
data/wico-graph/Non_Conspiracy_Graphs/,87,58,2911422,68,0
data/wico-graph/Non_Conspiracy_Graphs/,72,90,2052152,60,1
data/wico-graph/Non_Conspiracy_Graphs/,52,183,12091511,20,0
data/wico-graph/Non_Conspiracy_Graphs/,83,9,1047540,81,0
data/wico-graph/Non_Conspiracy_Graphs/,45,435,428634,7,1
data/wico-graph/Non_Conspiracy_Graphs/,23,117,92937,4,3
data/wico-graph/Non_Conspiracy_Graphs/,89,94,467669,56,0
data/wico-graph/Non_Conspiracy_Graphs/,90,105,10509958,67,0
data/wico-graph/Non_Conspiracy_Graphs/,12,12,86434,8,0
data/wico-graph/Non_Conspiracy_Graphs/,9,9,5151,8,1
data/wico-graph/Non_Conspiracy_Graphs/,9,15,493253,6,3
data/wico-graph/Non_Conspiracy_Graphs/,33,130,1479916,8,2
data/wico-graph/Non_Conspiracy_Graphs/,7,6,451586,7,1
data/wico-graph/Non_Conspiracy_Graphs/,94,98,654269,74,0
data/wico-graph/Non_Conspiracy_Graphs/,6,5,28581,6,1
data/wico-graph/Non_Conspiracy_Graphs/,95,90,7154115,85,1
data/wico-graph/Non_Conspiracy_Graphs/,97,71,751285,89,0
data/wico-graph/Non_Conspiracy_Graphs/,93,196,2893854,58,2
data/wico-graph/Non_Conspiracy_Graphs/,26,24,268799,24,1
data/wico-graph/Non_Conspiracy_Graphs/,13,26,60797,3,0
data/wico-graph/Non_Conspiracy_Graphs/,88,268,710825,47,1
data/wico-graph/Non_Conspiracy_Graphs/,7,10,31634,4,1
data/wico-graph/Non_Conspiracy_Graphs/,88,128,2626331,73,1
data/wico-graph/Non_Conspiracy_Graphs/,93,86,6561098,84,0
data/wico-graph/Non_Conspiracy_Graphs/,16,21,322338,8,1
data/wico-graph/Non_Conspiracy_Graphs/,93,81,1165479,75,0
data/wico-graph/Non_Conspiracy_Graphs/,90,186,237856,47,0
data/wico-graph/Non_Conspiracy_Graphs/,91,61,5310909,89,0
data/wico-graph/Non_Conspiracy_Graphs/,100,49,182587,85,0
data/wico-graph/Non_Conspiracy_Graphs/,14,70,1027815,2,1
data/wico-graph/Non_Conspiracy_Graphs/,26,46,470145,16,0
data/wico-graph/Non_Conspiracy_Graphs/,8,7,35257,7,1
data/wico-graph/Non_Conspiracy_Graphs/,93,25,8645084,89,0
data/wico-graph/Non_Conspiracy_Graphs/,93,98,104517,77,1
data/wico-graph/Non_Conspiracy_Graphs/,89,285,4396160,48,1
data/wico-graph/Non_Conspiracy_Graphs/,94,241,7041938,37,0
data/wico-graph/Non_Conspiracy_Graphs/,86,346,208954,40,0
data/wico-graph/Non_Conspiracy_Graphs/,31,30,115786,26,2
data/wico-graph/Non_Conspiracy_Graphs/,25,88,594878,11,2
data/wico-graph/Non_Conspiracy_Graphs/,91,159,70950899,49,2
data/wico-graph/Non_Conspiracy_Graphs/,90,61,2303062,85,0
data/wico-graph/Non_Conspiracy_Graphs/,96,31,1373406,92,0
data/wico-graph/Non_Conspiracy_Graphs/,89,112,10459601,69,2
data/wico-graph/Non_Conspiracy_Graphs/,101,85,6991024,93,1
data/wico-graph/Non_Conspiracy_Graphs/,94,301,21534823,41,2
data/wico-graph/Non_Conspiracy_Graphs/,84,144,58728369,54,1
data/wico-graph/Non_Conspiracy_Graphs/,55,66,72846,42,0
data/wico-graph/Non_Conspiracy_Graphs/,76,122,9926976,58,0
data/wico-graph/Non_Conspiracy_Graphs/,95,235,10992681,49,0
data/wico-graph/Non_Conspiracy_Graphs/,90,68,399410,74,0
data/wico-graph/Non_Conspiracy_Graphs/,45,48,67206,39,2
data/wico-graph/Non_Conspiracy_Graphs/,14,1,1115271,14,0
data/wico-graph/Non_Conspiracy_Graphs/,6,18,52393,1,1
data/wico-graph/Non_Conspiracy_Graphs/,93,84,360372,76,1
data/wico-graph/Non_Conspiracy_Graphs/,97,197,1538365,39,3
data/wico-graph/Non_Conspiracy_Graphs/,87,96,1045984,60,0
data/wico-graph/Non_Conspiracy_Graphs/,61,84,611723,57,1
data/wico-graph/Non_Conspiracy_Graphs/,87,195,329035,49,2
data/wico-graph/Non_Conspiracy_Graphs/,15,23,11698,7,2
data/wico-graph/Non_Conspiracy_Graphs/,10,23,59495,4,1
data/wico-graph/Non_Conspiracy_Graphs/,99,117,449262,61,0
data/wico-graph/Non_Conspiracy_Graphs/,6,8,582609,4,0
data/wico-graph/Non_Conspiracy_Graphs/,7,10,568345,3,2
data/wico-graph/Non_Conspiracy_Graphs/,17,32,63541,10,1
data/wico-graph/Non_Conspiracy_Graphs/,96,184,10418418,60,0
data/wico-graph/Non_Conspiracy_Graphs/,96,736,33711750,18,1
data/wico-graph/Non_Conspiracy_Graphs/,45,43,260704,39,1
data/wico-graph/Non_Conspiracy_Graphs/,6,12,24353,3,0
data/wico-graph/Non_Conspiracy_Graphs/,93,136,9928833,73,1
data/wico-graph/Non_Conspiracy_Graphs/,94,680,18103127,15,2
data/wico-graph/Non_Conspiracy_Graphs/,87,36,8830367,81,0
data/wico-graph/Non_Conspiracy_Graphs/,94,69,279334,77,0
data/wico-graph/Non_Conspiracy_Graphs/,98,175,59828116,63,0
data/wico-graph/Non_Conspiracy_Graphs/,93,100,7922690,82,1
data/wico-graph/Non_Conspiracy_Graphs/,96,243,11767729,49,0
data/wico-graph/Non_Conspiracy_Graphs/,41,93,2706215,32,0
data/wico-graph/Non_Conspiracy_Graphs/,56,57,22991,55,1
data/wico-graph/Non_Conspiracy_Graphs/,82,58,6585721,82,0
data/wico-graph/Non_Conspiracy_Graphs/,27,80,152544,6,1
data/wico-graph/Non_Conspiracy_Graphs/,31,72,526413,16,0
data/wico-graph/Non_Conspiracy_Graphs/,10,9,5735,9,2
data/wico-graph/Non_Conspiracy_Graphs/,99,141,2389961,61,1
data/wico-graph/Non_Conspiracy_Graphs/,51,54,101678,46,1
data/wico-graph/Non_Conspiracy_Graphs/,9,14,102964,6,2
data/wico-graph/Non_Conspiracy_Graphs/,96,89,7635432,65,0
data/wico-graph/Non_Conspiracy_Graphs/,40,36,36004,40,1
data/wico-graph/Non_Conspiracy_Graphs/,17,74,604104,4,1
data/wico-graph/Non_Conspiracy_Graphs/,89,202,332938,50,3
data/wico-graph/Non_Conspiracy_Graphs/,89,258,552766,49,0
data/wico-graph/Non_Conspiracy_Graphs/,97,213,4664721,43,1
data/wico-graph/Non_Conspiracy_Graphs/,88,38,2237270,75,0
data/wico-graph/Non_Conspiracy_Graphs/,94,79,4529765,87,0
data/wico-graph/Non_Conspiracy_Graphs/,94,172,8227498,58,0
data/wico-graph/Non_Conspiracy_Graphs/,54,57,59071,51,1
data/wico-graph/Non_Conspiracy_Graphs/,90,81,3101776,85,1
data/wico-graph/Non_Conspiracy_Graphs/,83,293,13124832,37,1
data/wico-graph/Non_Conspiracy_Graphs/,81,242,108235997,33,1
data/wico-graph/Non_Conspiracy_Graphs/,8,3,80864,7,0
data/wico-graph/Non_Conspiracy_Graphs/,10,10,38970175,7,1
data/wico-graph/Non_Conspiracy_Graphs/,7,12,134880,1,2
data/wico-graph/Non_Conspiracy_Graphs/,96,511,11721296,47,0
data/wico-graph/Non_Conspiracy_Graphs/,26,138,526298,7,3
data/wico-graph/Non_Conspiracy_Graphs/,16,19,18865,13,1
data/wico-graph/Non_Conspiracy_Graphs/,32,90,73404,18,0
data/wico-graph/Non_Conspiracy_Graphs/,98,124,225752,72,0
data/wico-graph/Non_Conspiracy_Graphs/,54,107,219141,40,0
data/wico-graph/Non_Conspiracy_Graphs/,21,16,613843,17,0
data/wico-graph/Non_Conspiracy_Graphs/,95,357,493924,32,1
data/wico-graph/Non_Conspiracy_Graphs/,26,26,132558,24,1
data/wico-graph/Non_Conspiracy_Graphs/,87,105,4055351,70,0
data/wico-graph/Non_Conspiracy_Graphs/,80,15,8546350,79,0
data/wico-graph/Non_Conspiracy_Graphs/,87,91,88389,81,1
data/wico-graph/Non_Conspiracy_Graphs/,47,258,879812,20,0
data/wico-graph/Non_Conspiracy_Graphs/,88,307,6754610,41,1
